komentar,rating,tanggal,pengguna
"setelah saya menggunakan aplikasi INDODAX ini saya sangat suka karena memiliki keamanan tinggi, antarmuka ramah pengguna aset kripto. Proses deposit dan penarikan yang cepat, fitur unggulan seperti spot trading, serta edukasi melalui Indodax Academy membuat platform ini cocok untuk pemula maupun profesional. INDODAX juga sering menghadirkan program berhadiah seperti kompetisi trading dan giveaway yang menarik. Sebagai saran, penambahan fitur seperti staking rewards atau lending dapat meningkatk",5,2024-11-23 09:09:31,Yokad View
Sudah membuktikan..profit 😊,5,2024-11-23 09:06:13,fina gustiani
"""Indodax: Mudah, Cepat, Aman!"" Indodax adalah solusi terbaik untuk investasi kripto! Aplikasinya sangat mudah digunakan, bahkan bagi pemula. Transaksi cepat dan aman, dengan banyak pilihan aset kripto populer. Analisis pasar yang lengkap dan layanan pelanggan 24/7 membuat pengalaman trading lebih nyaman. Cocok untuk pemula maupun trader berpengalaman. Sangat direkomendasikan bagi yang ingin mulai berinvestasi kripto! #AsetMasaDepan username:rikorich393",5,2024-11-23 09:04:49,Riko Stevan Yusman
"Saya sudah lama mengenal nya tapi mulai lagi untuk sekarang ini hanya kecil kecil an...mudah pengguna an nya saya suka dengan aplikasi ini Semoga kedepan nya makin maju dan sukses, dan semoga saya dapat koin 3.000.000 ya terima kasih",5,2024-11-23 09:00:38,Garis Lintang
"Indodax kripto merupakan aplikasi bagus. fitur yang lengkap, mudah dioperasikan, pemantauan grafik yang lebih mudah, terpercaya karena telah bekerja sama dengan stakeholder terkait, trading jadi lebih mudah dan aman sekarang! thanks Indodax.",5,2024-11-23 08:55:53,Firman Ardiawan
"Min,ketika relogin hanya bisa memberi kode verifikasi lewat WhatsApp,tolong beri opsi lewat sms juga karena ga semua nomor WhatsApp sesuai dengan nomor yg dipakai seperti saya.",4,2024-11-23 08:15:55,Jinxpro K-
Aplikasi trending yang sangat bagus mudah dan aman digunakan aplikasinya ringan dan cepat,5,2024-11-23 08:12:50,Mudasir Aceh
Mantappp ges,5,2024-11-23 08:09:20,Dwi Wahyudistira
Indodax kekurangan nya banyak banget bahkan 100 % ketika jual beli hrs di refres dlu baru bs ketika harga naik bnyak MT kadang error indodax skrng kalah sm apk TRIV yg lebih keren fitur2 nya koin nya jg bnyak skrang lebih maju fee nya murah lg stengah dr indodax / indodax fee mahal pelayanan kurang,1,2024-11-23 07:53:27,Iyan Sopian
"Saya sudah mengikuti survey saat mendapatkan email dan katanya mendapatkan reward. 100.000 dalam bentuk usdt , tetapi sudah beberapa hari reward belum masuk.",2,2024-11-23 07:51:05,Dimas Luriya Alamsah
"Indodax adalah platform Bitcoin dan crypto exchange terpercaya yang sangat user-friendly dan cocok untuk semua kalangan, baik pemula maupun profesional. Dengan fitur keamanan yang canggih, proses transaksi cepat, serta pilihan aset kripto yang beragam, Indodax memberikan pengalaman trading yang nyaman dan efisien. Layanan pelanggan yang responsif juga menjadi nilai tambah, memastikan setiap pengguna merasa terbantu dalam setiap langkahnya.",5,2024-11-23 07:40:41,bowo
mantap,5,2024-11-23 07:10:43,Antooo Full
"Aplikasi ini sangat ngebantu banget buat yang mau invest dan trading crypto currency, ada laman berita juga yang ngebantu mantau perkembangan pasar crypto. Sangat membantu sekali aplikasi nya, padahal baru donwload 2 minggu. Tapi sudah profit",5,2024-11-23 05:55:24,Ernest Novallius Prawira
"Mudah di gunakan, mudah di Fahmi, pengoperasian yg simple dan lengkap",5,2024-11-23 05:19:08,Muhamad Naofal Al'Fajri
Sangat ringan,5,2024-11-23 05:06:22,Eva Jortiawan
Nice,5,2024-11-23 05:03:15,Ahamd Fadli Robby
"Deposit cepat masuk, tarik jg cepat masuk ke rekening. Aman, mudah. Semangat Cuan... 👏👏👏",5,2024-11-23 05:02:49,Ia Lidya
"Setelah beberapa lama saya vakum, dan sekarang login kembali, banyak updatean yang sangat berguna di indodax, mulai dari vitur lite/pro, beberapa jenis aset penyimpanan uang, dll, dan juga setelah saya login aman dan tidak ada kendala, sempat sharing dengan beberapa teman bahwa indodax la yang terjamin dan sangat aman. Dan juga setiap token yang rilis di indodax adalah token yang sudah melewati tahap uji oleh timnya indodax itu sendiri. User name indodax : Immanuel_felix #AsetMasaDepan",5,2024-11-23 04:04:36,Immanuel Felix
Saya adalah petani padi tahun 2018 saya mulai berinvestasi di crypto dengan aplikasi indodax ini sangat membantu saya untuk berinvestasi cara penggunaan nya yg mudah dan gampang di pahami untuk saya yg pemula sekalipun terimakasih indodax Indonesia,5,2024-11-23 03:45:52,petani muda
Rekomendasi untuk yang mulai dari 0 sampai unlimited Akurat dan nyaman untuk investasi masa depan di update makin mantap.,5,2024-11-23 02:56:23,dekha Hermawan
Nice app,5,2024-11-23 01:21:47,Kurita Ryokan (KuritaRyokan)
Mantaap,5,2024-11-23 01:08:32,R. Ham21
Apk ini sangat cocok untuk pemula di karenakan ada dua mode jadi saya merekomendasikan bagi pemula menggunakan aplikasi ini,5,2024-11-23 00:29:03,Lanang Maulana
Terpercaya dan aman ★★★★★,5,2024-11-23 00:28:32,Juan_prisel_luhukay 2008
Aplikasi sangat bagus dan cepat... Indodax sangat lengkap... Terimakasih pak Oscar dan team....,5,2024-11-23 00:28:12,anang widodo
"Bagus banget. Mudah di pahami, aman karena memiliki integritas yang tinggi( diawasi lembaga resmi negara), dan di tambah waktu server di retas indodax mampu handel dengan baik.",5,2024-11-23 00:02:53,Muhamad Haikal Ali
Investasi digital teraman si menurut ku. Walaupun tidak banyak tp cuan terus. Beli murah jual pas mahal. Lah untung.,5,2024-11-22 23:45:10,Tube Dawome chanel 20
Sangat bagus untuk berinvestasi & sangat membantu perekonomian keluarga,5,2024-11-22 23:37:00,Wawan Note
Sederhana dan mudah dipelajari,5,2024-11-22 23:30:24,Espransa Sianipar
"Saya pemula pengguna Indodax, namun kendati demikian, saya merasa indodax sangat cocok bagi dan direcomendasikan untuk tranding crypto, investasi jangka panjang, karena fitur-fitur di indodax mudah dan sangat efisien untuk di gunakan, karena di dukung dengan tampilan lite/pro, jadi sangat cocok untuk di gunakan bagi semua orang. Salam semangat dan jangan pantang menyerah untuk masa depan yang lebih baik bersama indodax. @Rinto Nggini Njuka.",5,2024-11-22 23:30:12,Rinto
Masya allah hampir 1 tahun ga buka indodax terakhir msh ada beberapa btc yg jumlahnya dibawah 20rb.tiba tiba tadi siang iseng liat indodax lagi.dan jreng....saldo btc yg 20rb berubah jadi 130rb.kerrreeeeeeeennnnn,5,2024-11-22 23:23:41,Muhammad Muchlis
Aplikasi yang sangat bagus dengan berbagai fitur yang mudah di pahami oleh pemula,5,2024-11-22 23:07:22,tjah nomnoman
mantaf,5,2024-11-22 23:00:28,Sundaniss Chule
Trading dan investasi yang bagus,5,2024-11-22 22:50:48,etang
"INDODAX: Platform Crypto Terbaik untuk Semua. Sebagai pecinta crypto, saya terkesan dengan INDODAX. Aplikasinya ramah pengguna, cocok untuk pemula hingga pro. Proses deposit & withdrawal cepat, pilihan aset lengkap, dan keamanan ekstra dengan 2FA. Dukungan customer service-nya juga responsif! Meski biaya transaksi sedikit tinggi, kemudahan yang ditawarkan sepadan. INDODAX adalah pilihan tepat untuk mulai trading crypto. Beli Kripto, masa depan cerah, INDODAX solusi yang indah!! #AsetMasaDepan",5,2024-11-22 22:43:37,Yeremia Yusak212
Fitur lumayan lengkap dan gampang dipahami. Mudah untuk di access juga.,5,2024-11-22 22:30:22,XiaoLongEr
"Aplikasinya sangat mudah digunakan,terutama bagi saya yg seorang pemula dan lagi mencoba mengenal cara-cara jual beli cripto Terimakasih. @agus.susena #AsetMasaDepan",5,2024-11-22 22:09:55,Agus Susena
"maintenance nya ga kelar"" kacau ni app",1,2024-11-22 22:05:32,Trisna Nazhar
Aplikasi trending terbaik,5,2024-11-22 21:55:48,Muloo
Bagus,5,2024-11-22 21:44:19,Dedi Andrianto
sangat bagus untuk pemula rekomend sih,5,2024-11-22 21:39:51,Bima Sanjaya
bagus... dipercepat pelayanannya,5,2024-11-22 21:31:05,thangguh petrucci
Sebagai pemula semoga membuka pintu rejeki,5,2024-11-22 21:05:21,Wahyu Baskoro99
"Update harga market terlalu lama, setiap penarikan per 1jt terkena potongan 30k,,, tidak rekom deh",1,2024-11-22 21:03:05,arman dika
Indodax kripto mudah aman cuan mantap,5,2024-11-22 20:59:19,Muhamad Fazri
Udahlah paling MANTAP indodax yg lain lewat,5,2024-11-22 20:56:15,Sumber Baru5758
Indodax ini sangat bagus untuk pemula karena fitur yang sangat mudah dan efisien untuk digunakan....,5,2024-11-22 20:36:42,Rizki Agung Prasetya
Aplikasi yang bagus untuk berinvestasi dan bertransaksi,5,2024-11-22 20:28:02,Mukhamad Hadi Firmansyah
Bagus Bs investasi jangka panjang,5,2024-11-22 20:11:16,Brema Harianja Official
Gacor,5,2024-11-22 19:51:44,Memet
Nice app!!,5,2024-11-22 19:45:09,alam alfaruq
"Mudah untuk di operasikan, penyajian lengkap dan simple sangat cocok, Respons cepat dan Aman.",5,2024-11-22 19:43:48,Endang Kosim
"Aplikasi mudah,gampang,banyak aset cryptony,pelayanan ramah ramah",5,2024-11-22 19:40:15,Lukman Nasrulloh
Aplikasi yang sangat mudah dipahami dan sangat bagus,5,2024-11-22 19:39:11,David Santosa
"Aplikasi terpercaya untuk investasi krypto,mudah dipahami,mudah transaksi..penarikan cepat...",5,2024-11-22 19:27:49,Saepul Anwar
terima kasih untuk aplikasi indodax indonesia karena jadi platform pertama saya belajar untuk transaksi bitcoin dan saham lainnya dengan selalu memberikan update terbaru untuk semua pemakai baik dari yang baru dan juga yang sudah lama.. semoga indodax makin maju dan berkembang dan menjadi platform nomor 1 di indonesia salam sejahtera,5,2024-11-22 19:27:39,Artawan Adi
"pengalaman selama menggunakan aplikasi indodax ini sangat puas, dengan fitur yang mudah dipahami dan efisien, mempermudah untuk belajar tentang dunia crypto. aplikasi sangat recommended untuk pemula 👍🏼",5,2024-11-22 19:13:07,mokhamad Fajar
Bagus mudah di pahami bagi pemula,5,2024-11-22 19:12:31,Hermanto Hermanto
Maintenance xdc mau sampai indodax dilikuidasi kah. Kayak maling aja.. harga di indodak selisih ada kalau 30% dg market internasional. Gtu yo masih diijinkan oleh regulator,1,2024-11-22 19:09:40,faridh fuaddin firmansyah
Mantap,5,2024-11-22 19:07:15,Reza Praditia
"Saya pengguna baru indodax, aseli sih menurut saya aplikasi indodax ini sangat mudah dipahami dan dipelajari bagi para pemula lainnya karena fitur-fitur di aplikasi nya yang tidak bikin geleng kepala, cocok buat dana pelajar dan juga cara deposit maupun penarikan nya sangat mudah sekaligus secepat kilat, sistem Keamanan nya sudah diawasi BAPPEBTI jadi 100% terpercaya makanya saya nyaman sekali pakai aplikasi ini pokoknya wow lah amazing. Recomended app🥰 username: AbyazzAL #AsetMasaDepan",5,2024-11-22 19:03:50,Ardi Hsb
"Bagus , gampang banget gak susah, gampang di mengerti, dan penarikan juga gampang",5,2024-11-22 18:22:17,Sindi Watii
pertama kenal kripto ya indodax.. mudah cepat deposit mau pun widraw..fitur nya mudah gk ribet..,5,2024-11-22 17:43:54,yanti tan
aplikasi yang mudah dalam melihat berbagai infomasi dan transaksi tentang btc,5,2024-11-22 17:35:59,prasetyo dedi
gak jadi bintang lima masak penjualannya pending sampai 2 hari nunggu murah baru berhasil untungnya dimana kalau begini apk nya ..,2,2024-11-22 17:34:47,BUJ4NGK4MPRET 22
apk yg mntp,5,2024-11-22 17:19:46,Abdul Ghoffar
"Aku saranin untuk pemula maupun pro wajib pake indodax sih. Selain fitur-fiturnya yang mudah dipahami, platform ini juga populer karena antarmuka yang ramah pengguna. Untuk keamanannya ga perlu diragukan lagi karna ini adalah platform terpercaya no 1 di Indonesia, jadi udh pasti aman banget untuk semua transaksi asetnya. Apalagi udh ada instan login dengan sidik jari, jadi makin mudah. Pilihan aset cryptonya juga udh lengkap, makin nyaman deh buat invest atau tradingnya",5,2024-11-22 17:10:44,Erika Rachel
"Bagus aplikasinya, ga cuma bisa trading crypto tp juga ada pasar saham Amerika juga👍 @diniksetio #AsetMasaDepan",5,2024-11-22 17:07:15,Dinik Setiowati
"Aplikasi indodax sangat bagus buat para pecinta kripto seluruh indonesia baik itu buat para pemula. Tersedia berbagai pilihan bahkan ratusan jenis kripto buat kalian untuk bljr berinvestasi di kripto,tentunya kalian lakukan reset dahulu di aset mana kalian invest, indodax juga menyediakan livechat bagi pengguna. Minimal transaksi sangt ringan yaitu Rp. 10000. Dan sangt penting,indodax sudah mendapat ijin dari pemerintah , jadi pasti sangat aman. Username: suastana99#asetmasadepan.",5,2024-11-22 16:54:45,Bobi Jhon
Good,5,2024-11-22 16:49:57,Hadi Yansyah
"Sangat mudah untuk deposit, mudah dipahami, cepat update dan fee yang di berikan tidak terlalu memberatkan",5,2024-11-22 16:29:00,Ares
Kalau saya sih pilih yang sudah teruji dan terbukti cuman 1 INDODAX,5,2024-11-22 16:23:35,Braja Buana widodo
Ihir,5,2024-11-22 16:17:22,BDN_KALE
"Sangat bagus untuk belajar saham,dan pasif incom tentunya",4,2024-11-22 16:11:19,mbah bunga
"Saya belajar trading pertama kali dari Indodax Crypto. Ternyata trading cukup sulit, namun berkat Indodax Crypto, semuanya menjadi mudah dan lancar. Semoga kedepannya Indodax semakin sukses dan dapat membantu banyak investor trader di Indonesia.",5,2024-11-22 15:47:15,EVOS•Nur NoLimit
"App nya ringan, fasilitasnya banyak, beginer friendly tapi boleh juga pke mode profesional... CS nya juga ready terus.. mantap👍 @irwantriwarnanda #AsetMasaDepan",5,2024-11-22 15:43:38,Irwan Triwarnanda
Baru mau coba trade jadi Moga dapet hadiah nya 🫣,5,2024-11-22 15:12:44,BeeToxic
Good investation,5,2024-11-22 14:36:47,Adeariftian Sholihin
"Mudah di pahami,dan sangat simple untuk bertransaksi untuk pemula. Semoga kedepan nya akan lebih baik lagi.",5,2024-11-22 14:25:39,Deni saputra
Mudah digunakan dan dimengerti,5,2024-11-22 14:16:33,Black Man
Sangat mudah untuk menjalankan tradding,5,2024-11-22 14:04:09,Ryan Aprian Putra
"Aplikasi bagus, namun sering force close, saat mau beli.. tolong di benerin",4,2024-11-22 13:29:58,Ricky Prabowo
mantap betul,5,2024-11-22 13:29:01,Iwan
App paling enak untuk trading crypto transfer uang nya simple ga berbelit-belit withdrawer juga ga mbulet. Kerena,5,2024-11-22 13:25:40,Johanes Gualbertus Hendra
"sangat membantu,dan bisa merubah mindset saya tentang masa depan👍👍👍",5,2024-11-22 13:09:21,erick constantine
Apk trading terbaik.. terbaik buat indodax,4,2024-11-22 13:03:58,Raihanah Azizah
"Sangat mudah digunakan, sangat ringan untuk handphone dengan ram yang rendah.. Sangat rekomendasi. Sukses selalu indodax",5,2024-11-22 13:02:43,Dedy Senolinggi
Good job buat indodax semoga tambah jaya lagi dan bisa menang undian 3.000.000 thanks,5,2024-11-22 12:48:52,Didi Zul
Aplikasi yang aman & terpercaya,5,2024-11-22 12:34:55,i putu eka adinatha adinatha
"Indodax adalah aplikasi yang sangat berguna untuk membeli dan menjual cryptocurrency. Saya merasa aplikasi ini cukup mudah digunakan dan antarmukanya cukup intuitif. Fitur keamanan seperti 2FA memberikan rasa aman saat transaksi. Namun, saya berharap kecepatan verifikasi akun bisa lebih cepat. Secara keseluruhan, saya puas dengan aplikasi ini.",5,2024-11-22 12:30:14,Rhull wew
Semoga all member yg tergabung di indodax bisa merasakan kesuksesan.terkhusus untuk perilis app ini.thanks you all,5,2024-11-22 12:20:14,Eko Prass
Indodax aplikasinya mantab,5,2024-11-22 12:15:47,Angga Sri Hertamto
Indodax is very good to trade crypto,5,2024-11-22 12:15:43,Surya Berlian
"""Indodax adalah platform trading aset digital terpercaya di Indonesia yang mempermudah siapa saja untuk berinvestasi dan berdagang kripto. Dengan tampilan yang user-friendly, fitur keamanan tingkat tinggi, serta dukungan layanan pelanggan yang responsif, Indodax benar-benar menjadi pilihan utama bagi para pengguna, baik pemula maupun profesional. Inovasi dan komitmennya dalam memberikan pengalaman terbaik menjadikan Indodax unggul di industri ini!""",5,2024-11-22 12:14:28,Muhammad Miftahurrohman
Indodax Sangat bagus Rekomendasi aman dan terpercaya silahkan download dan masukan referal Achay77 agar bisa dapat bonus dari indodax,5,2024-11-22 11:29:36,achay kene
Suka sama tampilannya,5,2024-11-22 11:25:13,bonnie alexandre
"Aplikasi paling mudah, user friendly pokok nya",5,2024-11-22 11:07:11,taufiqul rahman
Mau menarik ke rupiah sekarang kok susah ya tidak kaya dulu,3,2024-11-22 11:01:39,Bisnis Global
"w perhatiin d saat koin2 lain bergerak aktif naek turun eehh si tokai indodok malah diem2 bae, menjedok bae blokkkk, ga cocok buat maen scalping yg bth pergerakan cepat buat trading ni si gobs 👎",1,2024-11-22 10:48:08,teja suteja
aplikasi istimewa,5,2024-11-22 10:27:55,Naufal Fajar Dewa Anggara
Mudah²an bisa menjadi berkat,5,2024-11-22 10:21:40,Eltines Cannavin
Mantaaapp pooll,5,2024-11-22 09:53:05,mutiara octa
"Aplikasi kripto terbaik aman dan terpercaya akun lama tidak pernah ada masalah, semoga selalu menjaga kualitas INDODAX",5,2024-11-22 09:42:59,Muh. Yusuf
Aplikasi yang mudah digunakan.,5,2024-11-22 09:41:46,Dunia Rafika
Semoga dapat 3 JT...,5,2024-11-22 09:17:50,Taman FirdauzTv
Mantap,5,2024-11-22 09:03:44,Akbar Setiawan
Aplikasi sampah pas mau jual suka maintenance,1,2024-11-22 07:54:53,lucuan publik
"Bersyukur dapat jalan Investasi yang menjadi pengalaman yang tidak dapat dilupakan, karena akhirnya cita cita menuju passive income semoga bisa terwujud sedikit sedikit melalui Indodax.",5,2024-11-22 07:50:04,april asia
"Masha Allah,app lebih mudah,trs gak update sebulan smpe 2 atau 3 Kali kyk app lain,transaksi jg cepat,withdrw jg cepat,customer service smua ramah,aduh the best bgt,apa Lg skr crypto Lg bagus2nya,Bersyukur pke bgt🤲smga sllu jd app the best selamanya,",5,2024-11-22 07:48:57,ARIE
"Ini review jujur saya selama mencoba semua app trading yang ada. Indodax paling mudah digunakan untuk Scalping. Interface mudah, charting refresh cepat, keamanan mantab. Segala Coin ada dimana di Exchange lain tidak ada. Keep it up #Indodax, the first Crypto Exchange in Indonesia 👍👍",5,2024-11-22 07:36:13,S4amsung j5
Aman dan terpercaya,5,2024-11-22 07:29:33,Agus Zaelani
"Indodax aplikasi yang Mudah dipahami dan langsung dimengerti, Gak ribet ribet dalam jual beli, deposit dan with draw. Terus seperti ini Terima kasih indodax",5,2024-11-22 07:22:36,Ari Roki Ratu pa
sangat mudah di pahami,5,2024-11-22 07:18:00,Dynno Wzd
Bagus untuk pemula yg sedang ingin belajar. From zero to hero,5,2024-11-22 07:13:35,Hadasa Ester Tamariska
INDODAX Platform trading sudah bagus. Semoga di tambahkan lagi fitur staking koin2 yang lain yah.Thanks INDODAX,5,2024-11-22 07:12:36,Rudi lee
"Buat gw, applikasi ini bagus banget buat alternatif investasi. Mudah digunakan,Aman, mendukung banyak jenis crypto, fee kompetitif, fitur pembayaran lengkap, ada fitur staking dan earn, applikasinya stabil, punya support layanan pelanggan, ada tutorialnya, ada fitur chart analisis buat yg suka trading, PILIHAN SOLID buat yang tertarik dengan aset digital! Username : Wijanarko77 #AsetMasaDepan",5,2024-11-22 06:49:37,Crypto Dhay
aplikasi terbaik dan mudah digunakan.,5,2024-11-22 06:16:20,Tawon Head
